"","lat","long","postal","x","y","street"
"1",1.33315281585758,103.742286332403,"609690",17869.0570516568,35038.9688695427,"10 JURONG EAST STREET 12 JURONG EAST MRT STATION (EW24 / NS1) SINGAPORE 609690"
"2",1.34903331201636,103.749566478309,"659958",18679.3223191258,36794.9260214306,"10 BUKIT BATOK CENTRAL BUKIT BATOK MRT STATION (NS2) SINGAPORE 659958"
"3",1.34458794516981,103.682758049858,"639798",11244.2432221668,36303.7363341618,"50 NANYANG AVENUE OCBC NANYANG TECHNOLOGICAL UNIVERSITY (NS3-01-10) SINGAPORE 639798"
"4",1.38536316540225,103.744370779756,"689810",18101.2472041463,40812.1216052417,"10 CHOA CHU KANG AVENUE 4 CHOA CHU KANG MRT STATION (NS4) SINGAPORE 689810"
"5",1.39753506936297,103.747405150236,"689715",18438.9831173802,42158.0181021616,"61 CHOA CHU KANG DRIVE YEW TEE MRT STATION (NS5) SINGAPORE 689715"
"6",1.42508698073648,103.762137459497,"738702",20078.5865077013,45204.5168451127,"960 WOODLANDS ROAD KRANJI MRT STATION (NS7) SINGAPORE 738702"
"7",1.43252114855026,103.774074641403,"739044",21407.0413211482,46026.5125302058,"71 WOODLANDS AVENUE 3 MARSILING MRT STATION (NS8) SINGAPORE 739044"
"8",1.43681962961519,103.786066799253,"738343",22741.5981903812,46501.7861009166,"30 WOODLANDS AVENUE 2 WOODLANDS MRT STATION (NS9) SINGAPORE 738343"
"9",1.44058856161847,103.800990519771,"738344",24402.3866267931,46918.506801948,"70 WOODLANDS AVENUE 7 ADMIRALTY MRT STATION (NS10) SINGAPORE 738344"
"10",1.44905082158502,103.820046140211,"759775",26522.9882623879,47854.1998395547,"11 CANBERRA ROAD SEMBAWANG MRT STATION (NS11) SINGAPORE 759775"
"11",1.44307664075699,103.829702590959,"756972",27597.5969376964,47193.6008830499,"11 CANBERRA LINK CANBERRA MRT STATION (NS12) SINGAPORE 756972"
"12",1.42944308477331,103.835005047246,"769093",28187.6788169928,45686.0705381557,"301 YISHUN AVENUE 2 YISHUN MRT STATION (NS13) SINGAPORE 769093"
"13",1.41738337009565,103.832979908243,"769092",27962.3108561579,44352.5679935999,"201 YISHUN AVENUE 2 KHATIB MRT STATION (NS14) SINGAPORE 769092"
"14",1.38175587099132,103.84494727118,"569813",29294.1262330338,40413.0626359228,"3000 ANG MO KIO AVENUE 8 YIO CHU KANG MRT STATION (NS15) SINGAPORE 569813"
"15",1.36993284962262,103.84955809232,"569812",29807.2611468043,39105.7359950263,"2795 ANG MO KIO AVENUE 8 ANG MO KIO MRT STATION (NS16) SINGAPORE 569812"
"16",1.35083898784737,103.848143964542,"579827",29649.8988074977,36994.4330169763,"200 BISHAN ROAD BISHAN MRT STATION (NS17) SINGAPORE 579827"
