"","lat","long","postal","x","y","street"
"1",1.34082588501333,103.949465476094,"529889",40925.9058268666,35887.5367570054,"2 SIMEI STREET 3 CHANGI GENERAL HOSPITAL SINGAPORE 529889"
"2",1.31049007429064,103.84681332162,"229899",29501.8375774436,32532.8559719976,"100 BUKIT TIMAH ROAD KK WOMEN'S AND CHILDREN'S HOSPITAL SINGAPORE 229899"
"3",1.39429941695084,103.893001329443,"544886",34641.9006557819,41800.1452928446,"110 SENGKANG EAST WAY OCBC SENGKANG GENERAL HOSPITAL SINGAPORE 544886"
"4",1.28039789526395,103.834964361539,"169608",28183.1621981952,29205.4140114337,"1 HOSPITAL CRESCENT OCBC SINGAPORE GENERAL HOSPITAL SINGAPORE 169608"
"5",1.42408101871819,103.83857888869,"768828",28585.3954012329,45093.1608724799,"90 YISHUN CENTRAL KHOO TECK PUAT HOSPITAL SINGAPORE 768828"
"6",1.32060138242299,103.84559893864,"308433",29366.6827064501,33650.9117954224,"11 JALAN TAN TOCK SENG OCBC TAN TOCK SENG HOSPITAL SINGAPORE 308433"
"7",1.2867136665498,103.800862149263,"159964",24387.8714941302,29903.8023034651,"378 ALEXANDRA ROAD DBS ALEXANDRA HOSPITAL SINGAPORE 159964"
"8",1.2944886015921,103.78368407095,"119074",22476.1118029403,30763.5455845371,"5 LOWER KENT RIDGE ROAD DBS NUH KENT RIDGE WING SINGAPORE 119074"
"9",1.33260943666141,103.746634963937,"609606",18353.012811888,34978.8672476746,"1 JURONG EAST STREET 21 JURONG COMMUNITY HOSPITAL SINGAPORE 609606"
"10",1.34170117945107,103.838686951021,"574623",28597.4416955365,35984.0164999291,"820 THOMSON ROAD OCBC MOUNT ALVERNIA HOSPITAL SINGAPORE 574623"
"11",1.32680246125855,103.813318177207,"289891",25774.1583452225,34336.6009127423,"19 ADAM ROAD CRAWFURD HOSPITAL PTE LTD SINGAPORE 289891"
"12",1.31268266517513,103.853919389699,"217562",30292.6739775036,32775.3067893591,"1 FARRER PARK STATION ROAD ONE FARRER HOTEL SINGAPORE 217562"
"13",1.30742793176078,103.819605016421,"258500",26473.8079344053,32194.2601453457,"6A NAPIER ROAD GLENEAGLES HOSPITAL SINGAPORE 258500"
"14",1.30540799662074,103.835473484678,"228510",28239.8211395955,31970.9020391665,"3 MOUNT ELIZABETH MOUNT ELIZABETH HOSPITAL SINGAPORE 228510"
"15",1.32210979381602,103.844317495607,"329563",29224.0700161448,33817.7035196964,"38 IRRAWADDY ROAD 24-HOUR WALK-IN CLINIC (MOUNT ELIZABETH NOVENA HOSPITAL) SINGAPORE 329563"
"16",1.31505155180489,103.908879589405,"427990",36409.2150210561,33037.3638747819,"321 JOO CHIAT PLACE CHANGI GENERAL HOSPITAL, WARD 3B @ PARKWAY EAST HOSPITAL SINGAPORE 427990"
"17",1.30114329771677,103.857243718624,"188770",30662.6522853011,31499.3461032882,"585 NORTH BRIDGE ROAD DBS RAFFLES HOSPITAL SINGAPORE 188770"
"18",1.32536165247809,103.841475039069,"307677",28907.7316907831,34177.2761487104,"339 THOMSON ROAD 24-HR FAMILY WALK-IN-CLINIC (THOMSON MEDICAL CENTRE) SINGAPORE 307677"
"19",1.37205969849503,103.878071534648,"547530",32980.4579466339,39340.9525524024,"5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530"
"20",1.27754387747302,103.835624220901,"168582",28256.5994699374,28889.8315381613,"10 HOSPITAL BOULEVARD OASIS@OUTRAM DAY HOSPICE SINGAPORE 168582"
"21",1.39572457045088,103.892640159741,"544835",34601.7032600055,41957.730616387,"1 ANCHORVALE STREET SENGKANG GENERAL HOSPITAL SINGAPORE 544835"
"22",1.4237674572872,103.837242211173,"768024",28436.6428504307,45058.488533916,"2 YISHUN CENTRAL 2 YISHUN COMMUNITY HOSPITAL SINGAPORE 768024"
"23",1.38401946148579,103.840355932686,"569766",28783.1676478293,40663.3569775131,"17 ANG MO KIO AVENUE 9 GENERAL OUTPATIENT CLINIC (ANG MO KIO-THYE HUA KWAN HOSPITAL) SINGAPORE 569766"
"24",1.3228845004622,103.845973302636,"329562",29408.3444370097,33903.3674829248,"71 IRRAWADDY ROAD REN CI COMMUNITY HOSPITAL SINGAPORE 329562"
"25",1.34173365597121,103.948866250385,"529895",40859.2135936879,35987.9104760326,"8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY CHAPEL SINGAPORE 529895"
"26",1.34950448942588,103.741889031011,"659674",17824.9090483785,36847.0572356824,"2 BUKIT BATOK STREET 11 SAINT LUKE'S ELDERCARE SINGAPORE 659674"
